"","BRAPROMANMISMEI","BSPRFT02BRM460S","BSCICP02BRM460S","BSCURT02BRM160S","INDPRMNTO01IXOBM","INDPRMNCG02IXOBSAM","CCRETT01INM661N","WPIAMP01INM661N","INDWPIAMP01GPM","BSCURT02MXM160S","MEXPROMANMISMEI","BSCICP02RUM460S","RUSPPDMMINMEI","TURPROMANMISMEI"
"2006-02",0.00328947368420618,0.221,0.003,-0.00600000000000012,6.6610764852252,0.0312186838882698,0.0052107261941845,0.910737713633196,0.00336719440467631,0.725181425,-0.0069975657327529,-0.0871298381333333,0.0179282868525892,0.00651465798045603
"2006-03",-0.00765027322404033,0.244,0.008,0.00600000000000012,8.5599525391512,0.0527316261466122,-0.00493559365695806,0.767176077499798,-0.00221104794290874,0.73477948919,-0.000719097438487082,-0.0782157106666667,0.00538160469667415,0.0242718446601942
"2006-04",0.00881057268722629,0.262,0.032,-0.00700000000000001,6.0092159377428,0.0391456542060853,-0.015969330855397,1.77135501210429,0.0147351038943168,0.71922860511,0.00323333715100049,-0.0586465910666667,0.00681265206812665,-0.00315955766192721
"2006-05",0.00545851528383912,0.294,0.006,0.00099999999999989,7.2972938918731,-0.0201594187077624,-0.0134920861218195,2.36180668280579,0.00862211767824018,0.75200830411,0.0174104820032148,-0.04947467079,0.0260995650072493,0.00950871632329631
"2006-06",-0.00651465798045736,0.249,0.001,0.00100000000000011,6.1766063262006,-0.013530000548727,0.00374372889206409,2.95225835350719,0.00861497436840538,0.74472287049,-0.00483222608548406,-0.0397160035366667,0.00659444182760249,0.00313971742543173
"2006-07",0.00765027322405021,0.255,0.015,0.005,9.218661364098,0.154783027000197,-0.0164906918685925,3.4771042830196,0.00758738168260152,0.74238475751,0.00567427193775161,-0.0182695729,0.0163781001403829,0.00312989045383394
"2006-08",-0.00542299349241371,0.192,-0.007,0.00099999999999989,6.5545844469056,-0.0731454411420205,0.000293165459019917,3.8707387301539,0.00559701492537302,0.74247270721,-0.011362439120476,-0.0141286754,0.0197974217311241,-0.0109204368174727
"2006-09",-0.0130861504907236,0.196,0.017,0.00100000000000011,8.2050441728892,0.024770866957246,0.0171665566680395,4.067555953721,0.00272922087025566,0.73705006882,-0.000272630086646464,0.01201730025,0.0103837471783295,0.00157728706624605
"2006-10",0.00110497237568596,0.182,0.005,-0.00300000000000011,5.7547199097635,0.0151559088828943,0.0218456280328196,4.3299789184772,0.00375303541009732,0.74655108415,0.000884166533727804,0.00403497216666667,-0.00491510277033147,0.00629921259842514
"2006-11",0.0187637969094911,0.224,0.028,0,12.9270265353343,0.156238715148873,0.00350767171759925,4.26437317728809,-0.000981354268891025,0.74316175955,0.00419246508519056,0.0119744664666667,0.00493938033228636,-0.00938967136150237
"2006-12",0.0140845070422513,0.275,0.053,0.00100000000000011,9.5160122632326,-0.135821532589691,-0.00319077236496312,4.5267961420444,0.0038041022860757,0.73663262175,-0.00182977761201752,0.0084349085,0.00536193029490528,0.0394944707740916
"2007-01",-0.00747863247862923,0.239,0.042,0.00599999999999989,9.73663329140361,0.100428743859226,0.0120185295254924,4.59240188323341,0.00060818785323254,0.74102361199,-0.00363146794701896,0.00475989003333334,-0.000444444444442693,0.0486322188449848
"2007-02",0.0107642626480107,0.296,0.074,0.00900000000000012,9.5149889124084,-0.0200440163487293,0.00568639149516925,4.3955846596663,-0.00305775936623266,0.73775054331,0.00237995152154502,0.0184028112333333,-0.00222321031569617,-0.0275362318840581
"2007-03",0.0149094781682577,0.291,0.088,-0.00600000000000012,10.8922191614334,0.0508518014447108,-0.000587164035578791,4.3955846596663,-0.00023808254712805,0.73983524441,0.0113718449083795,0.0311517598666667,0.012032085561497,0.0193740685543966
"2007-04",0.00944386149003806,0.336,0.114,0.002,12.2063648684319,0.00918322013445549,0.0358629762112752,3.8707387301539,-0.008697124235563,0.74219078864,-0.00680662336040028,0.0259064751333333,0.0334654337296336,-0.00146198830409372
"2007-05",0.00311850311849926,0.313,0.118,0.003,13.9537992065477,0.0718883547176428,0.034819374095852,3.60831576539761,-0.00383798749830151,0.74021582408,0.0124043703048893,0.0297503985766667,0.0242863229654886,0.0204978038067352
"2007-06",0.0134715025906715,0.296,0.112,0.005,14.699504509382,0.0597767199250721,0.00343809497515091,3.4771042830196,-0.00202436330100425,0.73829596531,0.000329394900411506,0.0242987909333333,0.0133111480865225,-0.024390243902439
"2007-07",-0.00715746421267582,0.323,0.13,0.00100000000000011,12.1089605137388,-0.00103164332529293,-0.00190929543460894,3.2146813182633,-0.0038412077253377,0.73640351857,-0.00580256481907127,0.0170540737,0.0110837438423643,-0.00588235294117656
"2007-08",0.00926879505663991,0.313,0.127,-0.00200000000000011,12.0765811753781,-0.00882211620697937,-0.00468763866415689,2.8866526123181,-0.00470495426524803,0.74600322616,0.00194782580849884,0.0368100382,0.00893219650832267,0.0118343195266273
"2007-09",-0.00306122448979196,0.314,0.131,0.00400000000000011,10.0257738864151,-0.0583604286447964,0.00247302543279404,2.68983538875099,-0.00281930954199891,0.73929933446,-0.00722349274733691,0.02457162936,0.000804828973843819,0.00730994152046782
"2007-10",0.016376663254865,0.269,0.148,0.0069999999999999,14.8914209659814,0.166037134229639,0.00137106380715113,2.8210468711291,0.00167971649743317,0.74213356166,-0.00666068097205241,-0.0144292263666667,0.0172899075190982,-0.00870827285921638
"2007-11",-0.00402819738167237,0.311,0.139,0,7.4183356299209,0.0216077255363998,-0.0133286496157095,2.9522583535072,0.00177304964539026,0.73526347436,-0.0161685192152413,0.0110595979,0.0288537549407131,0.0102489019033676
"2007-12",0.00606673407482416,0.264,0.144,0.002,11.4383232358154,0.00599514128720879,0.00915808439478494,3.01786409469619,0.0008115492842869,0.73252431193,-0.00257318941908291,-0.0209093504666667,0.0195927775643472,0.0246376811594202
"2008-01",0.0150753768844205,0.283,0.135,0.00700000000000001,11.3648042996666,0.00796268724670246,-0.00339066648855779,3.8051329889648,0.0103672463869319,0.75378125764,0.0243652952088245,0.00673717886666665,0.00602863602110104,-0.016973125884017
"2008-02",-0.000990099009905543,0.318,0.137,-0.004,13.0961142423734,0.0375476835656854,-0.0139791806767531,4.26437317728821,0.00598946140950652,0.74547925571,0.00156253495212155,-0.0248825772333333,0.00112359550561747,0.0172661870503596
"2008-03",0,0.292,0.123,0.004,10.6262838934547,-0.0339296666400813,-0.0200876434767235,5.18285355393481,0.0118642733427806,0.72042484099,-0.00103368266020354,-0.0134057398333333,0.0325476992143658,0.00848656294200834
"2008-04",-0.00297324083250372,0.283,0.121,-0.003,8.92054347886851,0.0201079044246915,0.00664940626107424,5.0516420715567,-0.0026741396330358,0.73526169016,0.00238212357326861,0.00109102683333333,0.0467391304347828,-0.0182328190743337
"2008-05",-0.00994035785288461,0.313,0.13,-0.00600000000000001,5.9875812483004,0.0584713859069124,-0.0470402359282134,4.9860363303677,-0.000896860986546906,0.72930797294,-0.0160792151607767,-0.0198931811133333,0.0311526479750788,-0.00714285714285712
"2008-06",0.0582329317269101,0.337,0.146,0.002,7.74647420545021,0.00394306291919522,-0.0138217125885955,5.7733052246362,0.00989572057443899,0.72918297592,0.0132072644801688,-0.0162974348433333,0.0349110439744875,0.00287769784172665
"2008-07",-0.0180265654648949,0.301,0.138,0.00600000000000012,4.616810351835,-0.0487256203250914,-0.00794548280775587,6.1013339305816,0.00401219280144933,0.74159607633,-0.0139955285967814,-0.0881501771633333,0.0350308141420685,-0.0229555236728839
"2008-08",-0.0173913043478295,0.343,0.141,-0.00200000000000011,4.6382638532168,0.0521125546692054,0.0307998381955683,6.2981511541487,0.00240283225585509,0.72103443138,-0.00137910270854869,-0.0288577013,0.00313381385145761,-0.0146842878120411
"2008-09",0.0206489675516222,0.303,0.119,-0.00600000000000001,9.0254593818337,0.00926214815949455,-0.0285725308329186,6.23254541295961,-0.000891265597147772,0.7263370232,0.00378376951323012,-0.113182829966667,-0.00812246173070874,-0.00298062593144544
"2008-10",-0.0414258188824617,0.135,0.022,-0.0069999999999999,2.9695961642489,-0.00418159966204523,-0.0101164023788018,5.7733052246363,-0.00609439587546246,0.72193643184,-0.0135790056185796,-0.188436776766667,-0.0211023622047238,-0.0568011958146488
"2008-11",-0.048241206030151,-0.052,-0.177,-0.00800000000000012,0.801984405058207,-0.122608119900387,0.0204427600733179,4.7236133656115,-0.0132862075401273,0.70654105971,-0.0199575184986283,-0.348683400833333,-0.0688545688545696,-0.0301109350237717
"2008-12",-0.107708553326297,-0.103,-0.26,-0.0439999999999999,-2.166888528889,-0.0827646997574009,-0.0094306110967185,3.93634447134301,-0.0101423880553059,0.6838255981,-0.033828168112886,-0.387089791133333,-0.0653075328265379,-0.0375816993464053
"2009-01",0.020118343195267,-0.054,-0.247,-0.013,-5.85670556284309,-0.0653669110159121,0.0145564185970406,3.0834698358853,-0.0116959107592171,0.68134609473,-0.0549750352202418,-0.391283865066667,-0.0155268022181131,-0.0865874363327674
"2009-02",0.0208816705336428,0.011,-0.237,-0.002,-7.4511862042916,0.207494043538404,0.0114271141466298,2.4274124239948,-0.0086540121169221,0.67948399332,-0.000160400808609129,-0.360195737733333,0.0277882087870807,0.033457249070632
"2009-03",0.00454545454545441,0.076,-0.214,0,-6.3631234927406,0.146165568012348,-0.032643721152232,1.312114823781,-0.014681819491257,0.68023261145,-0.0171103406498774,-0.3461136187,0.000730727073438908,-0.0179856115107914
"2009-04",0.00904977375565275,0.159,-0.156,0.001,-2.79532311292641,-0.0233398508118513,0.0128802246131292,0.656057411890501,-0.00854565192128361,0.67716348532,0.0064595040113935,-0.353289212023333,0.0018254837531948,0.0146520146520146
"2009-05",0.0168161434977563,0.216,-0.116,0.00700000000000001,-2.3317078608756,-0.00256438049259755,0.0177557206021817,1.0496918590248,0.00499168053244595,0.6786512388,-0.0271304029146145,-0.29442546888,-0.00473760932944578,0.0415162454873648
"2009-06",0.0154355016538068,0.247,-0.062,0.004,-3.77036990666801,-0.00481140010947712,0.00913293991230235,0.196817223567194,-0.010928263478377,0.68758965921,0.0132362581837828,-0.28683869718,0.0179421457341626,0.0259965337954939
"2009-07",0.00651465798045714,0.312,-0.024,-0.00300000000000011,0.511066224522111,0.056261374214162,0.00406653745619234,-0.196817223567209,-0.00497305661875961,0.7030379573,0.045358766547817,-0.26733906885,0.00575539568345418,0.0168918918918919
"2009-08",0.0161812297734611,0.3,0.006,0.012,3.3189612354879,0.0343860751158827,0.0011017142471681,0.131211482378092,0.00413698156791744,0.69001638023,-0.00580660093859164,-0.233844299026667,0.0132331902718152,-0.0132890365448506
"2009-09",0.0159235668789792,0.341,0.061,0.0120000000000001,0.492636243306492,-0.0351939739658707,-0.00663877986767536,0.524845929512395,0.00491803278688527,0.68778639777,0.0173495073898307,-0.213310858766667,0.0169431697846814,0.0134680134680136
"2009-10",0.0167189132706407,0.387,0.095,0.005,1.2255763719244,0.0152450070844874,0.0299247628405745,0.85287463545761,0.00408901818025961,0.68854292504,0.0201553992845667,-0.185344406766667,-0.00288803401596693,0.0166112956810631
"2009-11",0.0215827338129493,0.4,0.112,0.00900000000000001,4.99087718794979,0.0620233233752054,0.0151029456402516,2.2305952004277,0.0172088454455913,0.69778548302,0.0319133919855452,-0.1609201811,0.00428882709770684,0.0555555555555554
"2009-12",0.0060362173038242,0.372,0.128,0.00599999999999989,8.2244068054941,0.0175265841622105,0.0149514146992331,3.2146813182634,0.0123418897307075,0.69734810281,-0.0100835662324398,-0.249031778466667,-0.00727902946273762,-0.0479876160990711
"2010-01",0.00899999999999723,0.371,0.132,-0.00099999999999989,11.2245365951693,0.00796765659017429,0.0283487018388806,4.00195021253199,0.00949648580757604,0.698486777,-0.0174514639315825,-0.156074978766667,0.0111731843575418,0.00325203252032535
"2010-02",-0.00099108027749828,0.38,0.156,0.003,11.3894243630673,-0.0183303206447739,-0.00464913575477899,4.1987674360991,0.00242328689197342,0.70548250174,0.0202982737472865,-0.166485819266667,0.0145027624309395,0.0275526742301457
"2010-03",0.0257936507936471,0.386,0.155,0.005,13.3926042167127,0.0109749751434571,0.012867727422321,4.1987674360991,-4.2400476475101e-05,0.7042062642,0.015100286160469,-0.1480500025,0.0119128658951662,0.0189274447949526
"2010-04",0,0.332,0.157,0.0079999999999999,10.8110887225331,0.0725847397918957,0.02331376307134,5.0516420715567,0.0101317832943973,0.71514976482,0.0118381936578118,-0.13057031313,0.0238816010763545,0.00619195046439636
"2010-05",0.00290135396518854,0.341,0.161,0,6.8866302965058,-0.0549145719629338,0.000739046201320148,4.6580076244224,-0.00499168053244595,0.71783609288,0.00231897248571045,-0.0774512531966667,0.0233245729303539,0.0338461538461539
"2010-06",-0.011571841851497,0.372,0.146,0.00200000000000011,6.2608560749764,0.0415961897496882,-0.00240470577686547,4.4611904008553,-0.00243748996784546,0.72001140859,-0.00100366264783236,-0.114883801206667,-0.00128410914927746,0
"2010-07",-0.00487804878049303,0.341,0.132,0.00299999999999989,8.6442262106021,-0.00710960553675866,-0.0158869114101614,4.59240188323341,0.00152097155938366,0.71825337546,-0.00512951406934259,-0.0670395908233333,0.000642880102861509,0.0104166666666667
"2010-08",-0.0068627450980363,0.301,0.129,-0.004,3.7752078268685,-0.0213734652846291,-0.00623293219636745,4.1331616949101,-0.00587059423409251,0.72270156219,0.0204896164009074,-0.0616949193933333,0.0067459042724054,0.0206185567010309
"2010-09",0.000987166831199149,0.369,0.14,-0.005,5.67765588028051,0.0117995969995157,0.00728380637158899,4.0019502125319,-0.00180033987963678,0.71821980106,-0.00932143162046206,-0.0285167226766667,0.00989151244416031,0.00721500721500723
"2010-10",-0.0039447731755432,0.325,0.136,0.004,9.9601545419827,0.0197061984974203,0.0118723144833659,4.13316169491009,0.00143802182953889,0.72306405515,-0.00633397608889319,0.00690530103333332,0.0214849921011055,0.0114613180515759
"2010-11",0.0108910891089087,0.322,0.12,0,5.23427863378261,-0.00294584605938086,-0.00778078706814456,4.067555953721,-0.00105172470255698,0.72916710752,0.0134153367601482,-0.0618255827,0.0238168883390051,0.0339943342776206
"2010-12",0.0107737512242876,0.295,0.123,0.001,7.7367944573636,0.0112608750256094,0.0200394667293111,4.3955846596662,0.00362020733914779,0.73528790064,0.00152463261946734,-0.0422373747666667,0.0114803625377635,0.0205479452054795
"2011-01",-0.00193798449612448,0.31,0.109,-0.003,7.1724511070971,0.0583231662340324,0.0018414219507028,4.3955846596662,-0.000700587657109499,0.72875740786,-0.00526865995751358,-0.0677076084666667,0.00955794504181595,0.0402684563758389
"2011-02",0.0446601941747575,0.287,0.114,-0.00800000000000001,6.41465753370919,0.0293604297720789,-0.0153978728205072,5.18285355393481,0.00896950703052672,0.73101639643,0.00690397802653409,-0.0276069755333333,0.0178005591798707,-0.0180645161290324
"2011-03",-0.0446096654275099,0.327,0.125,0,10.5165559329966,-0.0183805153705159,0.00489364004015869,6.16693967177059,0.0111472770958843,0.73306866133,0.00727473746622209,-0.0759142753,0.0100723376980119,-0.0026281208935609
"2011-04",-0.00680933852139776,0.308,0.116,0.005,4.9012074280986,-0.0426555960148006,0.000443505528870958,5.7076994834473,-0.00609605018956672,0.72980226555,-0.0157210144974046,-0.06803222037,0.0102438582177506,-0.00131752305665356
"2011-05",0.0362389813907962,0.311,0.1,0.001,5.3067929862804,-0.0119723239212307,-0.00909529663099429,6.23254541295971,0.00585651537335304,0.73482242564,0.0182726572471812,-0.0552275661333333,0.0130114860014361,0.0105540897097625
"2011-06",-0.029300567107752,0.278,0.081,-0.00199999999999989,9.4868457106957,0.00200880925368496,0.00461766236862982,6.6261798600939,0.00442087101800104,0.7189665491,-0.00349386684968622,-0.00914814051,-0.00451767207015741,0.024804177545692
"2011-07",0.00292112950340417,0.214,0.049,-0.00400000000000011,2.7250964017324,0.0587055592238188,0.00607260675898313,6.49496837771579,-0.00162225467866402,0.72918804338,0.0079509773526476,-0.0649392820466667,0.00516106068695543,0.0178343949044586
"2011-08",-0.011650485436887,0.231,0.022,-0.00599999999999989,3.34209936061519,-0.0528508807313355,-0.012901759701868,6.6261798600938,0.00133727047483265,0.72526934877,-0.00540606065421601,-0.0614115867066667,0.0112429178470257,0.0312891113892366
"2011-09",-0.0196463654224006,0.183,0.004,-0.002,2.7250964017324,0.0329449858254491,-0.0206109411144136,6.7573913424721,0.00121756720835836,0.73857387456,0.00650408500379962,-0.10988979218,0.00674078613324003,-0.0582524271844661
"2011-10",-0.00801603206412982,0.224,0.017,0.002,-5.3987758902245,-0.0632802786131643,-0.0204392210321435,6.82299708366101,0.00043154287758612,0.73560077328,0.0123325085191737,-0.0587849651666667,0.00634782608695694,0.0592783505154639
"2011-11",0.00202020202020226,0.219,0.005,-0.00300000000000011,5.6558604564257,0.111439030149453,-0.0236146456924829,6.9542085660391,0.00108669617749079,0.73893863686,0.0105469431568403,-0.0918399359666667,0.0024194245225948,-0.0170316301703164
"2011-12",0.041330645161294,0.272,0.011,-0.003,2.7250964017324,-0.0423081741314146,-0.0230065636256422,6.5605741189049,-0.00491332270993313,0.73833590199,0.000807361563249787,-0.1318304349,-0.00637876045168495,0.00123762376237635
"2012-01",-0.0522749273959356,0.261,0.035,0.005,1.07975517804489,-0.0665593857564981,0.0228741381714825,5.83891096582541,-0.00872867373931958,0.74464565853,0.00742463593285314,-0.116342336266667,-0.0119718920794661,-0.00988875154511759
"2012-02",0.0163432073544465,0.189,0.017,0.002,3.80485157977731,0.0489082547973856,0.0368415370915534,5.11724781274579,-0.0084379280388425,0.74082280231,0.000645821448464812,-0.118546878766667,0.000351216085697326,-0.0174781523096129
"2012-03",-0.00603015075376989,0.199,0.014,-0.004,-3.85626849301801,0.0478489510638449,-0.00758689953085823,4.59240188323341,-0.00629854956529068,0.74542725032,0.00236378737024645,-0.1154858861,0.00386202053892704,0.0292249047013977
"2012-04",-0.00707785642063286,0.229,0.012,-0.001,-4.08230211998159,-0.156470407521911,-0.0138563477730366,4.7236133656115,0.00104051599664082,0.72805256706,0.00350948547626739,-0.125086041363333,0.0105796974731145,0.0185185185185186
"2012-05",0.00509164969450659,0.229,0.015,0.003,1.98054316435129,0.045536101392142,-0.0307440592287422,4.8368228861561,0.000906769650801661,0.7414598052,-0.00402201270027891,-0.160960274593333,-0.00259560477591281,0.00242424242424244
"2012-06",-0.00405268490374955,0.23,0.008,-0.002,-4.0394347725103,0.000756066821078427,-0.0111058966897549,4.69109573737001,-0.00171962439268337,0.74708524982,0.0106140109565667,-0.171454208266667,0.00199514226231678,-0.0133010882708586
"2012-07",0.0213631739572733,0.239,0.002,0.00300000000000011,-0.99526347682071,-0.0531634131531999,0.0116008492700281,5.08124388907881,0.00406410886893999,0.75119855328,-0.00236755423652601,-0.14842370181,0.00848411392953041,0.00857843137254899
"2012-08",0.0239043824701153,0.235,0.029,0.003,1.0621381324577,0.0291361264725911,-0.00227370283905759,5.18342403864091,0.00091460466144411,0.75432836461,-0.0117608759444354,-0.132616936536667,0.0146793716198814,-0.00972053462940459
"2012-09",-0.017509727626454,0.27,0.046,-0.005,-2.21797090040151,-0.0236053817946541,0.0103014873459064,5.3366942629839,0.00136274558239907,0.7396306255,0.0190012489986153,-0.09487699414,0.01912013536379,0.0245398773006136
"2012-10",0.00792079207920948,0.274,0.061,-0.00200000000000011,6.9264151702602,0.0770058203589665,0.0262313599953243,5.1253613730088,-0.00242797263605569,0.75142418498,-0.0237235615444999,-0.145177735366667,0.00249045326249386,0.00119760479041919
"2012-11",-0.00884086444008458,0.266,0.044,0.001,-4.3450359332752,-0.11187847390363,-0.0232674620373804,4.1447615505986,-0.0104431943698031,0.74735216613,0.00900539998401406,-0.1903424405,-0.00240145743623688,-0.013157894736842
"2012-12",0.00792864222002132,0.296,0.06,0.00700000000000001,-4.00714083955461,0.0495690065736001,0.00681365008336665,3.54328050891461,-0.0064021626521626,0.74260166089,0.000179733666888726,-0.128187994233333,-0.0085498464347975,0.0133333333333332
"2013-01",0.00688298918387109,0.252,0.067,-0.005,-2.4744817771942,0.0212290575913301,0.00441592094184684,3.60539995467811,0.0004899988339781,0.74546653243,0.00282872848923832,-0.169307768333333,-0.00560951105157403,0.00478468899521545
"2013-02",-0.0195312499999952,0.239,0.058,0,-5.4791083432368,-0.0317294459341217,0.0200771226702412,3.40858273111101,-0.0021201413427563,0.73810031895,0.00334824215107998,-0.1709348549,0.00286267575987287,0.0273809523809523
"2013-03",0.0219123505976051,0.262,0.05,0.00100000000000011,-0.156672983890005,0.0229809635805958,0.00382116942977695,3.2483399159169,-0.00186103060568788,0.7375250355,-0.00093797100108961,-0.138426606166667,-0.0010914280916815,-0.00463499420625713
"2013-04",0.0175438596491264,0.29,0.056,-0.002,4.5414847161572,0.0406602469183361,0.0035603034500431,2.734523357387,-0.00559028850801536,0.73283627105,-0.00676556736913336,-0.158269297296667,-0.00142881156496755,0.0093131548311991
"2013-05",-0.0124521072796917,0.286,0.055,0.00299999999999989,2.00873362445421,-0.0286969893599082,-0.0025609536041229,2.00531712875049,-0.00770225216030483,0.73249202483,0.00194558022017999,-0.153323303053333,-0.00664927194680665,0
"2013-06",0.0106692531522772,0.264,0.045,0.003,-0.262008733624398,0.0209260374379285,-0.0385048280750488,2.1876186859096,0.00184001269969549,0.72845846658,0.00446629663361908,-0.195543200006667,-0.000677851211659419,0.0322952710495963
"2013-07",-0.0134357005758184,0.196,0.008,0.00100000000000011,3.6681222707423,-0.00222496169774278,-0.013476456423275,2.2787694644892,0.00082870549743844,0.72808812998,0.00285175266222493,-0.130418276833333,0.00898762082414861,-0.00223463687150838
"2013-08",0.0107003891050648,0.203,0.015,-0.00100000000000011,4.5414847161572,0.0134494747432341,-0.0417824072481013,2.5522218002279,0.00270453548915091,0.72499699072,0.00723684102442279,-0.135334709423333,0.0165546218487398,-0.0279955207166853
"2013-09",0.00481231953801409,0.203,0.016,-0.00599999999999989,5.764192139738,0.0127840508895498,-0.00922822390842404,2.91682491454611,0.00355268810402924,0.72405198759,-0.00338150029155737,-0.1480850617,0.00669587501033275,0.0599078341013826
"2013-10",-0.0134099616858264,0.176,0.002,0.002,2.62008733624459,0.0728850882617167,0.0318273611639999,2.82567413596659,-0.000971983842391169,0.72133584683,0.00931820386407689,-0.141659929933333,-0.00287403514534423,-0.0119565217391304
"2013-11",0.000970873786412252,0.188,-0.002,0.005,2.9694323144105,-0.0651637736707691,0.0057811543028059,3.0079756931257,0.00196528259676233,0.7066682426,-0.010685511680358,-0.1354982705,-0.00436465453347523,0.00880088008800883
"2013-12",-0.0339476236663456,0.21,0.003,0,2.62008733624451,-0.0103084115755752,0.00428956291971594,3.372578807444,0.00375918273645547,0.7115696982,-0.00711476110639608,-0.134693330666667,0.00132340777501994,-0.00763358778625955
"2014-01",0.00702811244979618,0.22,-0.002,-0.002,4.36681222707431,0.0419968842721365,-0.00726742758626309,3.372578807444,-0.00016118211836887,0.72948585199,0.0199496093459812,-0.156728150533333,-0.00594746406740443,0.0384615384615385
