"","LFHUTTTTCAM647S","LFHUTTTTFRM647S","LMUNRLTTDEM647S","LMUNRLTTGBM647S","CC4WSA"
"1983-02",0.000445037828215478,-0.0432813286361349,0.0305131761442441,0.00327015979189893,-0.0469795973616853
"1983-03",-0.0120106761565836,0.00105207785376127,0.00986989681471506,0.00874138825098147,-0.0167696951111255
"1983-04",-0.000643210908856995,0.0383604834471887,0.0102176810306531,0.00594844679444817,-0.0116156144325158
"1983-05",0.00180214970715076,0.0323886639676114,0.00615655233069479,0.00616878376405317,-0.0197042371417563
"1983-06",0.000513973658849975,0.0279411764705881,0.00480769230769229,0.00848902593869028,-0.0474722146923285
"1983-07",-0.0413536248635459,0.017644253695756,-0.00173988690735105,0.000971257958919391,-0.0694888122087439
"1983-08",-0.0134637283140197,0.0159325210871604,-0.000435729847494515,-0.00309063465823334,-0.0452487995840597
"1983-09",-0.0277023356871265,0.0110701107011071,-0.000871839581517042,0.0049747656813266,-0.0228637783294626
"1983-10",-0.00893854748603351,0.0141423357664234,-0.00567190226876091,0.00168591721070377,-0.0377740441748965
"1983-11",-0.00232525366403613,0.0202429149797572,-0.00658183413777969,0.00322291853178158,-0.0391675042161389
"1983-12",0.00932269228052829,0.0220458553791887,0.00132508833922262,0.00435480992325532,-0.0279724309110653
"1984-01",-0.00405849835560845,-0.00215703192407246,-0.0172033524481694,0.00355403916551156,-0.0492649472877832
"1984-02",0.00147544438979841,0.00821444012105488,0.00224416517055648,0.00814534121896804,-0.0394724220623501
"1984-03",-0.000491090220289037,0.0154373927958833,0.0053739364084191,0.00386412337092068,-0.0270734508413641
"1984-04",0.0219695374464799,0.00802364864864868,0.00979955456570147,-0.00356930398572275,-0.00755973887337824
"1984-05",0.026098901098901,0.00921658986175111,-0.00176444640494045,0.00575943810359969,-0.00271493212669682
"1984-06",-0.0342034805890228,0.0112079701120797,0.00397702165267355,0.00160620133384537,-0.018179932590096
"1984-07",-0.0109501697969367,0.0102627257799672,0.00660211267605626,0.00571727383649989,-0.00590987831671452
"1984-08",0.00981010440753982,0.00934579439252325,0.00131176213379969,0.00305036569725115,0.00324080223137213
"1984-09",0.0602317673999029,0.00644122383252821,0,0.0108166015827487,0.0259750575899595
"1984-10",-0.0473198507755743,0.00800000000000001,-0.00305676855895198,0.00396581196581192,0.0262207081655828
"1984-11",0.00460291288815617,0.0087301587301587,-0.00350416119141483,0.00425662330586385,0.0342017905643295
"1984-12",-0.0248922929631402,0.00747442958300559,-0.00307692307692309,0.00223797090637823,-0.00192588269623573
"1985-01",-0.0429202608878603,-0.0124951190941038,0.0185185185185186,0.00311262983388039,-0.00786457724242784
"1985-02",0.0156078258958012,-0.00553578489521545,-0.0017316017316017,0.00603730311308981,0.0193261627621433
"1985-03",0.0255411255411255,0.00318091451292246,0.00173460537727665,-0.00191095614858527,-0.00210556746729629
"1985-04",-0.0119600393977768,-0.000792707094728451,0.00259740259740249,0.00712102381512203,-0.00839175695772254
"1985-05",-0.0232127598974651,0.000396667988893373,0.00086355785837644,0.000800453590367844,0.00131470029702485
"1985-06",0.0142149001312144,0.00198255352894527,-0.00301984469370142,-0.00406571799913358,-0.00466835246061081
"1985-07",-0.0236469488967153,0.0023743569449941,-0.0051925573344872,0.00220846578551104,-0.00530095759233928
"1985-08",-0.00758244994110724,0.00236873272799043,-0.000869943453675526,0.000801308804380563,-5.40288317493198e-05
"1985-09",-0.0121652696387509,0.00275699094131543,-0.00130605137135398,0.00243536280233525,0.0139303678088651
"1985-10",0.0177968010813245,0.00392772977219158,0.000871839581517042,0.00216320553780625,0.0116510028098054
"1985-11",-0.00383650582853767,0.00391236306729259,0.005226480836237,0.00043170723607755,0.00811684424757564
"1985-12",-0.0178492075248111,0.00311769290724873,-0.00389948006932406,0.00690433512580491,0.00731521945658375
"1986-01",-0.0195309554332252,-0.0120435120435121,-0.00391474554153981,0.0036592602360388,-0.0126379326605678
"1986-02",0.00276880479926156,-0.00471883602044831,0.00349344978165944,0.00285761208737068,-0.0230681058362785
"1986-03",-0.00398834177021012,0.00474120900829722,-0.0108790252393386,0.0107755797196385,0.0133659252016622
"1986-04",-0.0110888649314647,0.0047188360204482,-0.0131984161900572,-0.00317552898480278,0.00533567472646235
"1986-05",-0.0192337642111821,0.0050880626223091,0,0.00263303318922081,0.0178607418782091
"1986-06",0.0106391425168717,0.0050623052959502,-0.0106999554168524,0.000453897030216588,0.00166421513162862
"1986-07",-0.00125697226804933,0.0046493607129019,-0.0085624155024786,0.00136107330351942,-0.0146141717459346
"1986-08",0.00487689766380872,0.00578480524489011,-0.00318181818181817,-0.000776699029126249,0.00649598777225835
"1986-09",-0.00954990215264184,0.00690184049079745,-0.00683994528043774,-0.00505246793626113,0.0242264616552772
"1986-10",-0.00932585157670118,0.00799695354150809,-0.00459136822773187,-0.00628255208333328,0.00634773543380063
"1986-11",-0.00215396888711605,0.00717793728749538,-0.000922509225092294,-0.00232580993874276,-0.0234213494785792
"1986-12",0.0128717620722738,0.00562640660165048,0.0036934441366574,-0.00794588915156291,-0.0174580873894431
"1987-01",0.00584102928407915,-0.00671391271913468,0.0183992640294388,-0.00215132057986367,-0.0301960125716754
"1987-02",0.000784744565643924,-0.005257228689448,0,-0.0160867690470662,-0.0164116925269158
"1987-03",-0.0125460675919391,-0.00151000377500943,0.0117434507678411,-0.0140911542610572,-0.0145878920495989
"1987-04",-0.0176288414198364,-0.00491493383742914,-0.00491071428571432,-0.00461601586541749,-0.0118686030781796
"1987-05",-0.0291003152534153,-0.00455927051671734,-0.00538358008075368,-0.0224657346020405,-0.0321227462933306
"1987-06",0.00224793938889345,-0.00381679389312972,0.00631483987370318,-0.0133534806901641,-0.0207470429992741
"1987-07",-0.0204352882538628,-0.00344827586206897,0.00224114746750326,-0.0155643409196139,-0.0302510015534299
"1987-08",-0.0103459972862958,-0.00307574009996159,-0.000894454382826426,-0.0155571635311144,-0.000893685186746485
"1987-09",-0.0179091688089117,-0.002313922097956,0,-0.0159500183755972,-0.0164045095524201
"1987-10",-0.0143093970857692,-0.000773096250483163,-0.00223813786929272,-0.0211383328353749,-0.0300846488217799
"1987-11",-0.01460564751704,-0.00154738878143135,-0.00224315836698075,-0.0211369706219,-0.0386543224436844
"1987-12",-0.0144628099173554,-0.00309957380860126,0.0139388489208634,-0.0116152167134393,0.0326330317435977
"1988-01",0.0085680430225139,-0.0128254955305092,0,-0.0186134553198202,0.027152573584009
"1988-02",-0.0344328965205604,-0.00944881889763782,0.00399113082039904,-0.0157518283372177,0.00678942376645297
"1988-03",-0.000561587420441767,-0.00397456279809216,0.010600706713781,-0.0178819302686373,-0.0256763742891608
"1988-04",-0.0108634575763251,-0.00399042298483643,-0.00524475524475521,-0.0179580977718656,-0.0153519632118854
"1988-05",0.010604052262829,-0.00480769230769229,-0.00571177504393672,-0.0191330849983068,-0.00847822963069411
"1988-06",-0.0220161139216787,-0.00402576489533013,-0.00353513035793196,-0.0195926117728292,-0.00775966183574883
"1988-07",0.0246192164000383,-0.00404203718674212,-0.0053215077605322,-0.0252663086539308,-0.00272038462708823
"1988-08",0.00747943156320119,-0.00365259740259738,-0.00802496656263929,-0.0169797687861272,0.0208521492908926
"1988-09",0.00593912397921303,-0.00244399185336053,-0.00179775280898875,-0.00937155457552374,-0.00463281226649137
"1988-10",-0.00562730627306274,-0.0016333197223356,-0.00855470508779832,-0.0168799851604526,-0.022881508618101
"1988-11",-0.001020502829576,-0.00163599182004093,-0.0145322434150772,-0.0240566037735849,-0.0267055931161647
"1988-12",-0.0387258543833582,-0.00204834084391647,-0.0165898617511521,-0.0305461575640406,0.0228663446054751
"1989-01",0.0140083083760025,-0.0094417077175698,-0.014526710402999,-0.0191943364243693,0.0202128710426237
"1989-02",0.0106707317073171,-0.00663075010360548,-0.00808368996671427,-0.0249580643521577,0.00974281391830556
"1989-03",-0.0016025641025641,-0.00208594075928248,-0.00958772770853311,-0.021530601605672,0.0222941387989932
"1989-04",0.028986875649136,-0.00125418060200666,-0.00677637947725074,-0.0299962704459481,-0.0081369445421503
"1989-05",-0.0113782345384474,-0.00125575554625368,-0.00292397660818711,-0.0180160386685708,-0.00982315948744616
"1989-06",-0.0242249860775942,-0.000838222967309288,-0.0127077223851417,-0.0142633404183913,0.00450665552438378
"1989-07",-0.00494625701512419,-0.00125838926174493,-0.0123762376237624,-0.0109515973443794,0.0291826365986274
"1989-08",-0.0156772775069304,-0.00125997480050399,-0.00751879699248126,-0.0216867469879518,0.0172867733665905
"1989-09",0.00281635427794491,-0.000420521446593769,0.00555555555555554,-0.0118461177574478,-0.000964867472614817
"1989-10",-0.0180127832655432,0.000420698359276495,-0.00100452034153686,-0.00789317507418397,0.0274116577661629
"1989-11",0.0406311637080867,0,0.0145801910507792,-0.0137584494825627,0.00818380380989248
"1989-12",0.0265352539802881,-0.00126156433978131,-0.0109018830525273,-0.0116455389094438,0.00181543946249829
"1990-01",0.033142540620384,-0.00715789473684214,-0.00551102204408815,-0.0144829702362688,0.0224137175893482
"1990-02",-0.0227861674559914,-0.00508905852417307,-0.0130982367758187,-0.00554206364032628,0.00795180722891575
"1990-03",-0.0546817849305048,-0.00255754475703329,-0.0117406840224604,-0.00807764558547275,0.00378781841846632
"1990-04",0.0415941187850648,-0.00299145299145298,-0.00154958677685946,-0.00877469856700963,0.00191587103330026
"1990-05",0.026374442793462,-0.00300042863266181,-0.0124159337816865,-0.00171952617500959,0.00892715651576781
"1990-06",-0.0220774520448788,-0.00300945829750643,-0.00576217915138821,0.0107177033492822,0.0118324607329843
"1990-07",0.0441339748334566,-0.00258732212160417,-0.0163329820864068,0.0143280944265607,0.0187053710027942
"1990-08",0.0295081967213116,-0.00216169476869865,-0.017139796464917,0.017548226509023,0.00868571428571419
"1990-09",0.0484592873127905,-0.00129982668977469,-0.0490463215258855,0.0277030332681019,0.0357882015257951
"1990-10",0.0344799277563419,-0.000433839479392573,-0.0229226361031518,0.0270157691163344,0.0368171829725998
"1990-11",0.0366637568446948,0.000434027777777679,-0.0240469208211144,0.0275798134306739,0.0579326190420368
"1990-12",0.0372808696317843,0.000867678958785145,-0.00841346153846156,0.0411615449675782,0.049729633897704
"1991-01",0.0314391143911439,-0.00216731686172522,-0.0266666666666666,0.0133225020308692,0.0255235602094241
"1991-02",0.0387807670291929,0.00130321459600347,0.00124533001245331,0.0479931591042702,0.0521646046482904
"1991-03",0.0328557652569224,0.00520607375271154,-0.0155472636815921,0.0605334285277168,0.0540509870673631
"1991-04",-0.0160720240080027,0.00733707380233062,-0.00694883133291224,0.0307751490671282,0.0321196281666716
"1991-05",-0.00555781482987661,0.00814053127677816,0.00699745547073793,0.0290632580705354,0.00446011078339681
"1991-06",0.029443838604144,0.00892477688057802,-0.00126342387871126,0.0311890838206628,-0.0104132349781566
"1991-07",0.00019862288135597,0.0101095197978096,0.00759013282732446,0.0292785861871896,-0.0325924907364521
"1991-08",0.000661944793804103,0.0108423686405337,0.00251098556183305,0.0213556571135693,-0.0141876601395201
"1991-09",-0.0223589336508566,0.011138613861386,0.00814026299311199,0.0182327604232009,-0.000576736279747414
"1991-10",0.00115028080384327,0.0118319053447573,-0.00745341614906836,0.0144564458499323,0.00484054669703871
"1991-11",0.000878615842119457,0.0108870967741936,-0.00375469336670842,0.0140480142504351,9.44554642485773e-05
"1991-12",-0.00337632520764397,0.0107698444355804,0.746859296482412,0.0124161609709359,0.00955799017755954
"1992-01",0.00941798224811974,0.00710339384372527,0.058252427184466,0.0112386135099964,0.00245107211016737
"1992-02",0.00463149416029007,0.00744514106583072,-0.0186884131838261,0.0174309780065511,-0.00858950669130409
"1992-03",0.0384846662657847,0.00894593543368338,-0.00484764542936289,0.0103483959986201,-0.0033285137658895
"1992-04",-0.0156340474811812,0.00848111025443332,0.00974251913709123,0.0109631652820454,0.00897242160936917
"1992-05",0.0227450980392156,0.00840978593272168,0.0120606478290834,0.0118949343339587,0.00219039595619197
"1992-06",0.0437116564417177,0.00833965125094771,0.00953353762342535,0.00533985982867957,-0.013300455802137
"1992-07",-0.00710262062209155,0.00789473684210518,0.0182124789207421,0.00815167275275708,-0.0191404770920106
"1992-08",0.0346571287617168,0.00857888847444976,0.00463729711825112,0.0162812820137568,0.0102646258372097
"1992-09",-0.00578138037906784,0.00924556213017746,0.00230794592812389,0.0108003024084675,-0.0228273163574114
"1992-10",-0.0203225226305377,0.00989373396848658,0.0138157894736841,0.0144958506962996,-0.0247057443397333
"1992-11",0.0701872475829153,0.00943396226415105,0.009085009733939,0.0142185086364275,-0.0416459512774044
"1992-12",-0.0378523643433015,0.00934579439252325,0.00932475884244366,0.0247152895565785,-0.0390126555799603
"1993-01",-0.0467106436084863,0.00747863247863245,0.00828289264096838,-0.00770192210248966,-0.0454505877231172
"1993-02",-0.0212580263075868,0.00848356309650056,0.00758293838862567,-0.00234893617021281,-0.0287102070601113
"1993-03",0.0252229299363058,0.010515247108307,0.0153653182815929,-0.00255920289360545,0.000493038762237941
"1993-04",0.036406560636183,0.0114464099895941,0.0105003088326128,0.000821046149635629,0.0299901440841037
"1993-05",0.00449586380529921,0.0106310013717421,0.0195599022004891,-0.00550333276363013,0.0154014398979312
"1993-06",0.00835471743152105,0.010519172039362,0.0197841726618706,-0.0026122224513645,0.00556453060491835
"1993-07",-0.00503047878321594,0.0100738750839489,0.0288065843621399,-0.0081673444069198,-0.00846126383434487
"1993-08",-0.0347370925529383,0.00997340425531923,0.0114285714285713,-0.00114658976408044,0.0116840096496598
"1993-09",0.0256963273354696,0.00987491770901916,0.0189265536723164,-0.00657437039098374,-0.000155707803185301
"1993-10",-0.021808350856113,0.00945241199478497,0.0246742445245356,-0.0112048741202423,0.00672317515406351
"1993-11",0.00196536052082052,0.00839522118178881,0.0045995670995671,-0.0104819575764015,-0.00393801711335828
"1993-12",0.00999141841363249,0.0070445084854307,-0.00296256396444927,-0.010557205740257,-0.0134226698910656
"1994-01",0.00552285003337993,0.00476947535771055,0.00486223662884933,0.000434027777777679,-0.0265179454888909
"1994-02",-0.0327136648961854,0.00221518987341773,0.00322580645161286,-0.0114967462039045,0.027517510302896
"1994-03",-0.045426182453513,0,0.00535905680600224,-0.00811937678297125,-0.0014613309352518
"1994-04",0.0373905085632109,-0.00347331859804234,0.00239872068230285,-0.0131637168141593,-0.0143149836766858
"1994-05",-0.0211720226843101,-0.00411913814955644,0.000797660196756089,-0.00885550947203229,0.00394707989182086
"1994-06",-0.0331530835586455,-0.00445434298440983,-0.00664187035069075,-0.0104425846339441,-0.00316254095376778
"1994-07",-0.0237033091417538,-0.00511345477788427,-0.0037443166622092,-0.0119623604708751,-0.0222810581334307
"1994-08",0.0134351769760621,-0.00578220366206228,-0.00805369127516775,-0.0155388471177945,-0.0121344264744332
"1994-09",0.00127860026917892,-0.00581583198707591,-0.0105548037889039,-0.0112407958640138,-0.0014178698868067
"1994-10",-0.020498689428053,-0.00552486187845302,-0.0095733041575492,-0.015686274509804,-0.0183496225477435
"1994-11",-0.0273775216138329,-0.00490196078431371,-0.0104943385805026,-0.0126363233932955,-0.0195170870940369
"1994-12",-0.00712522045855379,-0.00492610837438423,-0.00390734021769468,-0.0187894844100265,-0.00527143981117228
"1995-01",-0.0034105442660225,-0.00693069306930694,-0.00672457270944238,-0.00834925645925066,-0.00421676026259588
"1995-02",-0.00156851561385996,-0.0033233632436025,-0.00959097320169255,-0.0120219494826792,-0.000546081862635606
"1995-03",0.0204941445301343,0.00133377792597522,0.00142409569923108,-0.00708047146612401,0.00623370172606474
"1995-04",-0.0289692813658946,0.00466200466200473,0.0127986348122866,-0.00952218284299078,-0.00665416131898511
"1995-05",0.00504431793615345,0.00464037122969829,-0.000280819994383563,-0.00538886014830142,0.0164138904349209
"1995-06",0,0.00461893764434174,0.0117977528089888,-0.00567812405183998,0.0170142029481506
"1995-07",0.0169212016921201,0.00459770114942537,0.00555247084952804,-0.0045771578029643,0.00838881811407832
"1995-08",-0.0102235070154411,0.00523046747303035,0.00607399226946437,-0.00998467265163128,-0.0063405797101449
"1995-09",-0.0334093175666049,0.00552845528455292,0.011251372118551,-0.0118547352589906,0.00712949191575118
"1995-10",0.00935956960719286,0.00582147477360939,0.00651289009497957,0.00214870853664006,0.00876064711598934
"1995-11",-0.00919976635514019,0.0054662379421222,0.00781881908870319,-0.00442220931790771,0.00649335316757571
"1995-12",0.0167280766396463,0.00511672529581064,0.0149812734082397,-0.00314070351758799,-0.00869891615445972
"1996-01",0.0111618467782852,0.00381800827235135,0.0121244069583553,-0.0105320010802052,-0.00835873454628067
"1996-02",0.011253673571787,0.00285261489698896,0.0203125,0.00309315866084425,0.0282564078086964
"1996-03",0.00163028069180604,0.00252844500632121,0.0102092904543134,-0.0118356611645202,-0.00576521375852945
"1996-04",-0.0257589696412144,0.000945775535939442,-0.00884284992420414,-0.00367124042035705,-0.00577996899919697
"1996-05",-0.00631945957725,0.00125984251968503,0.000509813917920043,-0.00833678780341762,-0.0221178680441418
"1996-06",0.0623538011695906,0.00251651462724123,0.00407643312101902,-0.00859266140269388,-0.0173645793315406
"1996-07",-0.00144498727035025,0.00313774709758396,0.00507485409794461,-0.0145701569454205,-0.0159267730080538
"1996-08",-0.0332828004410143,0.00187675946199573,0.00429184549356232,-0.0096985832461729,-0.0116653837558662
"1996-09",0.0515361037850168,0.000936621916952873,0.010306686777275,-0.0188190110417666,-0.00244201471238492
"1996-10",0.00277928416485906,0.000311915159076692,0.0116944513560586,-0.0202563851648889,-0.00486072633858858
"1996-11",-0.00540796322585002,0.000623635796694666,0.0108214461387113,-0.049190970834998,-0.0114038417735935
"1996-12",-0.0123700129137497,0.00093487067622311,0.00632603406326027,-0.0167025579074531,0.00667137707872523
"1997-01",-0.0255316220494116,0.000311332503113215,0.0432785299806577,-0.0286843651514342,0.016046588510541
"1997-02",0.00543785310734468,-0.000622471210706466,-0.0041714947856315,-0.0360756709194897,-0.0247534664864594
"1997-03",-0.0179110767717918,-0.000311429461227086,-0.00372352804282061,-0.0276700136923779,-0.0255254715770563
"1997-04",0.0122300100128736,-0.0018691588785047,0.00490539593552919,-0.0244675233233586,-0.0183669384573246
"1997-05",-0.00515791704938884,-0.00187265917602997,0.0162715016271502,-0.0258631059785878,-0.0082472567273898
"1997-06",-0.0225852272727273,-0.00125078173858661,0.00457456541628543,-0.0296986910348234,-0.0102149025039496
"1997-07",-0.0231071065252143,-0.000939261114589862,0.00569216757741353,-0.0110722239898187,0.000929266426150654
"1997-08",0.000297530496875975,-0.00219366969602008,0.0086031242925062,-0.0177594749372627,-0.0101032166457321
"1997-09",-0.00408982748364073,-0.00376884422110557,0.00718294051627377,-0.0188011791680315,-0.00466181176210967
"1997-10",0.00604793548868821,-0.00441361916771754,0.0046801872074882,-0.0224996661770597,-0.0142726491699693
"1997-11",-0.00081638711592702,-0.00379987333755538,-0.00199645075421473,-0.0221296359538283,-0.00598290598290596
"1997-12",-0.0469434747084603,-0.00317863954227593,-0.00177817292731719,-0.0148075714185932,0.00830995157713721
"1998-01",0.0427090639856598,-0.00382653061224492,-0.00378534847472722,-0.00708968450903935,0.0231984066874247
"1998-02",-0.0263846326332312,-0.00224071702944939,-0.00648189539561916,-0.0141378079257408,-0.0210275249479109
"1998-03",-0.0224167050514356,0.000641642605069048,-0.00494938132733413,-0.0114434707032665,-0.00635694082724247
"1998-04",-0.00981623998743519,0.00192369349150368,-0.010626271761248,-0.00402959923803947,-0.00856772448001808
"1998-05",0.00269648663652955,0.00224000000000002,-0.0134826325411335,-0.0069148153597175,-0.0233441355392575
"1998-06",0.0109942260539428,0.00223499361430401,-0.0171415334723187,-0.00429629629629624,0.00571065989847708
"1998-07",-0.0067282115474887,0.00191143676330041,-0.00966297431062924,-0.000148787382829974,0.0676062859954274
"1998-08",-0.0235507246376812,0.000635930047694799,-0.00642551166111371,-0.00245535714285716,-0.00800780720539995
"1998-09",0.0201661692344923,-0.000635525897680345,-0.0098203592814371,-0.0100693667487134,-0.050489703117485
"1998-10",-0.0249861627263382,-0.000953895071542088,-0.00749879051765845,-0.00399336949969864,-0.00632015195993785
"1998-11",0.00575784607898799,0,0.00268096514745308,0.00257205537483918,0.0123557625469206
"1998-12",0.0151588453475247,0.000636537237428403,0.0119105493437044,-0.00830000754546145,0.0150201699424941
"1999-01",-0.0262112787926926,0.000318066157760866,-0.00792697573864998,-0.00349996195693525,0.025040870398557
"1999-02",-0.00220228384991838,-0.00381558028616857,-0.0026634382566586,-0.00397037489501417,-0.00746293281710586
"1999-03",-0.0035150821548271,-0.00797957229492496,-0.00655498907501817,-0.00536604062859336,-0.010472364593434
"1999-04",0.0466776045939294,-0.0135135135135135,0.000488758553274682,-0.00724470134874755,0.00268779572752464
"1999-05",-0.0290775139117486,-0.012720156555773,0.00244259892525656,-0.0116450586134617,-0.00990143244073383
"1999-06",-0.0472231191475622,-0.0115626032375289,-0.00121832358674467,-0.00785484251040769,-0.00686438192360628
"1999-07",-0.000847242226552525,-0.0103609625668449,0,-0.0145673343361571,-0.00378815845520375
"1999-08",-0.0172983973543628,-0.0114826072272881,0.00219565747743355,-0.012613481160119,-0.00352321444859982
"1999-09",0.0106998015359392,-0.0129825760163991,-0.000243427458617385,-0.00496338486574455,-0.00838148635505465
"1999-10",-0.0390164774182532,-0.0124610591900312,-0.00365230094959823,-0.0181535693842505,-0.0188836001730852
"1999-11",-0.0368692253020612,-0.0119172800560813,-0.00708699902248289,-0.0138252685933206,-0.0196822148519277
"1999-12",-0.0224149063739507,-0.0117062788222774,-0.0110755599310854,-0.0209441770120767,0.00431900662847551
"2000-01",0.00783166635214183,-0.0132806891600862,-0.00945744151319061,0.00310532217717596,0.00556069882036736
"2000-02",0.0121711450238742,-0.0145507457257185,-0.00728643216080405,-0.00920113509330123,0.0160909026111336
"2000-03",0.00110998057533984,-0.0155038759689923,-0.000759301442672777,-0.00711681999652836,-0.0139712974600298
"2000-04",-0.0164464566201608,-0.0187476565429321,-0.00481256332320157,-0.0268356643356643,-0.0372017192826442
"2000-05",-0.0159699389384688,-0.0179594956056554,-0.0114532960040723,-0.0077247821791071,-0.0145935960591133
"2000-06",0.0128878281622911,-0.0167315175097277,-0.0023171987641607,-0.0100479768262877,0.00574892207711053
"2000-07",0.00659754948162106,-0.0158290462999604,-0.00283870967741939,-0.0172823701536211,0.0287915501708604
"2000-08",0.0422284644194757,-0.0148773622838761,-0.0012939958592133,-0.0133060388945753,0.0157080394240989
"2000-09",-0.00808552690683673,-0.0134693877551021,-0.00414615185281164,-0.014711429649189,0.0133127211106816
"2000-10",0.0147631555112762,-0.00992966487381053,-0.0072859744990893,-9.57120980091819e-05,-0.0102333004741116
"2000-11",-0.0086576222777579,-0.00919348098620976,-0.00235910878112711,-0.00871063463195187,0.0209271994308751
"2000-12",-0.0247591608895291,-0.0092787853226487,-0.0015764582238571,-0.00550405561993028,0.0590790314151326
"2001-01",0.0156019202363369,-0.0102171136653896,-0.00157894736842101,-0.0206816195747161,0.0401954118782348
"2001-02",0.0185437687482957,-0.00602150537634405,0.000790722192936189,-0.00902240729724368,0.0363967003136283
"2001-03",0.0215082552431951,0,0.0028970239662891,-0.00860430215107555,0.0386328959414097
"2001-04",8.73667656824395e-05,0.00432713111207272,-0.00262605042016806,-0.0155414269855687,0.0379940846946369
"2001-05",-0.0123176378090329,0.00387763894872895,0.00210637177461814,-0.000615069195284423,0.0447458426701262
"2001-06",0.0283035556341766,0.00343347639484981,0.00814503415659495,-0.0136424248640886,0.0548902736385803
"2001-07",-0.0214175124720454,0.00299401197604787,0.00364868386760486,-0.0101913477537438,0.0295741730018493
"2001-08",0.023028917992441,0.00255863539445622,0.00363541937159173,-0.000630384534566097,0.0233239787963828
"2001-09",-0.00446773777815967,0.00127605274351339,0.0100905562742561,-0.00536164844407061,0.0418835192069393
"2001-10",0.0208854751014067,0.00169923534409522,0.00870901639344268,0.00729309798118583,0.0719299340206829
"2001-11",0.0224025699551949,0.000848176420695568,0.00584052818689695,0.00703043022035676,0.0541125541125542
"2001-12",0.0835124855300149,0,0.00378692249431967,0.00708554756694801,0.00126654357841693
"2002-01",-0.00343406593406592,-0.00254237288135595,0.0025150905432596,-0.00858768753233319,-0.021807315290971
"2002-02",-0.00482425913163331,-0.00169923534409511,-0.00376317109884594,-0.00657482780212904,0.00103944609855366
"2002-03",-0.00338565712526928,-0.00127659574468086,-0.00377738604885425,-0.00462233427881076,0.00791270679338263
"2002-04",-0.0229308214947499,-0.00340860673199828,-0.00353892821031343,0.00781002638522432,0.0283466271809127
"2002-05",0.0128802844725404,-0.00171013253527152,0.0210553018772197,-0.00816839459629282,0.00584110165894081
"2002-06",-0.0149789358714308,-0.000428265524625271,0.0176397515527951,0.00274522225741736,-0.00990259466211996
"2002-07",0.00245525106922218,0,0.00048828125,0.00031588922817738,-0.0317542591354876
"2002-08",-0.0252034447341392,0.00171379605826916,0,-0.00452631578947371,-0.0132844967246601
